timestamp,state
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,distracted
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:44,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,attentive
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:45,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
2025-08-30T11:32:46,distracted
