timestamp,state
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:52,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,attentive
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:53,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:54,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:55,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:56,distracted
2025-08-30T11:39:57,distracted
